Protein Sign Pvalue
ANKLE2 -1 0.244134647195217
ANKMY2 1 2.5897877282201e-05
ANKRD10 -1 0.19988220539081
ANKRD11 -1 0.257673726581024
ANKRD12 1 0.545969866385484
ANKRD13A 1 0.97368253165043
ANKRD13D 1 0.0156408202546655
ANKRD16 1 0.834646701150849
ANKRD17 -1 0.288822201381202
ANKRD20A3 1 0.170805764324352
ANKRD22 -1 0.0987628945002338
ANKRD26 -1 0.404105574722964
ANKRD27 1 0.795039777354545
ANKRD28 1 0.0787681238297362
ANKRD30A 1 0.167539916713801
ANKRD35 -1 0.104738496495558
ANKRD36C 1 0.736267406649625
ANKRD39 1 0.142880795192949
ANKRD40 1 0.128670844489656
ANKRD44 -1 0.115982097110667
ANKRD49 1 0.976212371873985
ANKRD50 1 0.158882737192276
ANKRD52 1 0.085006373957256
ANKRD54 -1 0.806466984435574
ANKS1A -1 0.170778477883382
ANKZF1 -1 0.0856058910184408
ANLN -1 0.00800348843825803
ANO1 1 0.0135055668798093
ANO10 -1 0.0990673408669965
ANO6 -1 0.826915260383643
ANOS1 1 0.863881305403044
ANP32A 1 0.143488468770443
ANP32B 1 0.674815545533854
ANP32E -1 0.206873846421806
ANPEP 1 0.752725127601898
ANTXR1 1 0.540022814030391
ANXA1 1 0.982685543917747
ANXA11 1 0.270638438467858
ANXA2 1 0.560168468360021
ANXA3 -1 0.246193549325446
ANXA4 1 0.698516595438805
ANXA5 1 0.0783033696196776
ANXA6 1 0.136760160672387
ANXA7 1 0.142350961717125
ANXA8 -1 0.14323450783431
ANXA9 1 0.00666793711270354
AOC3 1 0.0131418345052098
AOX1 -1 0.723983681951545
AP1AR 1 0.410891377264614
AP1B1 1 0.838584896757837
AP1G1 1 0.871055384747285
AP1G2 1 0.00147605102161992
AP1M1 -1 0.550661031409468
AP1M2 1 0.0583313947687705
AP1S1 1 0.174167367418068
AP1S2 1 0.726956387942295
AP1S3 1 0.335996733820579
AP2A1 1 0.387668469730441
AP2A2 1 0.343066559511868
AP2B1 1 0.0614219023075925
AP2M1 1 0.69586277221666
AP2S1 1 0.589694997418089
AP3B1 1 0.0296614134657001
AP3B2 1 0.138328214013377
AP3D1 1 0.0478044051124795
AP3M1 1 0.0813441896518091
AP3M2 1 0.0459148704964748
AP3S1 -1 0.937106952829314
AP3S2 1 0.0382759810353388
AP4B1 -1 0.809900010439785
AP4E1 1 0.2331678071115
AP4M1 -1 0.936459295021752
AP4S1 1 0.703044798483621
AP5B1 1 0.625934614544608
AP5M1 1 0.0239128116568756
AP5S1 1 0.488665101494994
AP5Z1 1 0.742065210296965
APAF1 -1 0.0786757703414957
APBA1 -1 0.529479234430877
APBA2 -1 0.0421331641361211
APBA3 1 0.652185664533511
APBB1 -1 0.995729466756921
APBB1IP -1 0.28403962668446
APBB2 1 0.0622505847590415
APC -1 0.564733373899815
APCS 1 0.0424219583635359
APEH 1 0.00496829241259183
APEX1 1 0.957850843226384
API5 -1 0.909790263026778
APIP 1 0.000173324467833962
APLP2 -1 0.280981652975128
APMAP 1 0.967000596809345
APOA1 1 0.238008186813779
APOA2 1 0.597512990333408
APOA4 1 0.131207560075731
APOB -1 0.45756127977265
APOBEC3A -1 0.225139452938252
APOBEC3B -1 0.627065238402683
APOBEC3C 1 0.832126799790118
APOBEC3F 1 0.0856438540101467
APOBEC3G -1 0.809428364644101
APOBR -1 0.36902759987463
APOC1 1 0.492442470972705
APOC3 1 0.578014829670426
APOC4 1 0.134567656980428
APOC4-APOC2 1 0.59112790280937
APOD 1 0.522316573733747
APOE 1 0.656965223086958
APOF 1 0.518411086506357
APOH 1 0.156017901948395
APOL1 1 0.964540107779378
APOL2 -1 0.0698637882473051
APOL3 -1 0.570052237723641
APOM -1 0.774398959067681
APOO 1 0.0338566098563692
APOOL -1 0.667343434158302
APP -1 3.15566031519553e-05
APPBP2 1 0.0546331122301199
APPL1 1 0.0144895748332351
APPL2 1 0.0213745102511103
APRT -1 0.667752038978685
APTX 1 0.935355193509334
AQR 1 0.932003943808594
AR 1 0.0257888838976202
ARAF 1 0.377413440276153
ARAP1 1 0.118469910720043
ARAP2 -1 0.161466586858699
ARAP3 -1 0.839841184121201
ARCN1 -1 0.703133492579359
ARF1 1 0.242366817079517
ARF3 1 0.23379759658653
ARF4 1 0.13975856799987
ARF5 1 0.196251171365719
ARF6 1 0.135412476171485
ARFGAP1 -1 0.715697553143075
ARFGAP2 1 0.0234977311448788
ARFGAP3 -1 0.192915227600107
ARFGEF1 1 0.368272658202304
ARFGEF2 1 0.23646647974545
ARFGEF3 1 0.144687694376248
ARFIP1 1 0.0731331262392266
ARFIP2 1 0.237914369073229
ARFRP1 1 0.947306281502737
ARGLU1 -1 0.225618173087973
ARHGAP1 1 0.0940675063566868
ARHGAP10 1 0.507319791160861
ARHGAP12 -1 0.869206229638277
ARHGAP15 -1 0.0598499972435567
ARHGAP17 -1 0.154044923039146
ARHGAP18 -1 0.553211728225285
ARHGAP21 -1 0.0375403548514057
ARHGAP23 -1 0.306236680188703
ARHGAP24 1 0.343647239168861
ARHGAP25 -1 0.279986328854556
ARHGAP26 1 0.935078819239471
ARHGAP27 -1 0.218359476037054
ARHGAP29 1 0.571073785256742
ARHGAP30 -1 0.353508216924077
ARHGAP31 -1 0.054137786002859
ARHGAP32 1 0.130605911521987
ARHGAP35 1 0.00191783156330131
ARHGAP39 -1 0.308145585858174
ARHGAP4 -1 0.0573889485191662
ARHGAP42 1 0.749739926780402
ARHGAP44 -1 0.570675242338756
ARHGAP45 -1 0.0837697647183598
ARHGAP5 1 0.492939856685471
ARHGAP6 -1 0.35246060240634
ARHGAP9 -1 0.23771024153465
ARHGDIA 1 0.0337211866534775
ARHGDIB 1 0.931502417915733
ARHGEF1 -1 0.00335464098037917
ARHGEF10 -1 0.722998859613607
ARHGEF10L -1 0.376635591357847
ARHGEF11 -1 0.973835457604453
ARHGEF12 1 0.164236586470929
ARHGEF16 1 0.0731906891472757
ARHGEF17 -1 0.310280490669978
ARHGEF18 -1 0.0711209212645338
ARHGEF19 1 0.290431993161438
ARHGEF2 -1 0.00545527186118446
ARHGEF28 -1 0.528204901348591
ARHGEF3 1 0.0509661995090209
ARHGEF35 1 0.710152667148082
ARHGEF37 1 0.0547370908992318
ARHGEF39 1 0.263397812168863
ARHGEF40 1 0.642112588757921
ARHGEF5 -1 0.949706221786924
ARHGEF6 -1 0.940253463796418
ARHGEF7 -1 0.578401387037337
ARID1A -1 0.132747140947014
ARID1B -1 0.235937992382437
ARID2 1 0.347160361054869
ARID3A -1 0.069659628371885
ARID4A 1 0.0142779972461085
ARID4B -1 0.0298558249162319
ARID5B -1 0.114679770056922
ARIH1 -1 0.643407684949204
ARIH2 -1 0.659277996977056
ARL1 1 0.134144681842972
ARL14EP 1 0.565858010091587
ARL15 1 0.625537077183408
ARL2 1 0.0733655142552628
ARL2BP -1 0.122900904024003
ARL3 1 0.000221321871212234
ARL5A 1 0.904348219886791
ARL5B -1 0.674041796449292
ARL6 1 0.237094423198911
ARL6IP1 -1 0.183925179785581
ARL6IP4 -1 0.96691055959508
ARL6IP5 -1 0.615052830085016
ARL8A -1 0.317696640458306
ARL8B -1 0.553726195688271
ARMC1 -1 0.756477366072082
ARMC10 -1 0.463677896932361
ARMC5 -1 0.964869413937555
ARMC6 -1 0.111875774450061
ARMC7 1 0.930919584459095
ARMC8 1 0.823974716713464
ARMC9 1 0.00331985063028975
ARMCX1 1 0.514037303361067
ARMCX2 1 0.205152937643456
ARMCX3 1 0.805869307050347
ARMT1 1 0.00238026868374423
ARNT 1 0.440616914591332
ARNT2 1 0.447952836502884
ARNTL 1 0.356230985433083
ARPC1A -1 0.0299680757248771
ARPC1B -1 0.244883514102013
ARPC2 -1 0.0621947967673297
ARPC3 -1 6.20751368100702e-05
ARPC4 -1 0.572792332655532
ARPC5 -1 0.0641870377529852
ARPC5L -1 0.973211003814021
ARPIN -1 0.584332472640887
ARPP19 1 0.718360279360452
ARRB1 1 0.0189001223354783
ARRB2 -1 0.207363662069994
ARRDC1 1 0.329122430524478
ARSA -1 0.0715998231316631
ARSB -1 0.07965108294444
ARSD -1 0.821553905949799
ARVCF -1 0.972114428868599
AS3MT -1 0.895028972012543
ASAH1 1 0.0293604580220235
ASAP1 -1 0.0196312279513656
ASAP2 1 0.926157689830538
ASAP3 1 0.85253868264463
ASB13 1 0.202919362139529
ASB6 1 0.512456116167918
ASB9 1 0.631782526949198
ASCC1 -1 0.0173718533421605
ASCC2 -1 0.330416283984823
ASCC3 -1 0.0539526084773228
ASF1A 1 0.708735593959217
ASF1B -1 0.769542185672056
ASH1L 1 0.677089784162935
ASH2L 1 0.574279934563291
ASL 1 0.00838343796482086
ASMTL 1 0.171010228729469
ASNA1 1 0.0315674479491641
ASNS -1 0.11372645322722
ASNSD1 1 0.39446657272375
ASPA 1 0.13472208066639
ASPH -1 0.0441200056011205
ASPM 1 0.79254976409655
ASPN 1 0.00192450412643275
ASPSCR1 1 0.0323373024692385
ASRGL1 1 0.263946391311704
ASS1 -1 0.714564275731415
ASXL2 1 0.327626608529912
ATAD1 -1 0.343055718455282
ATAD2 -1 0.767460694026816
ATAD2B -1 0.126243628478401
ATAD3A -1 0.0769501332971866
ATAD3B -1 0.119863811455707
ATAT1 -1 0.489719061602051
ATE1 1 0.00126993279629525
ATF1 -1 0.544152827116197
ATF2 -1 0.207410603442355
ATF7 -1 0.0910545741281168
ATF7IP -1 0.122959828506439
ATG101 1 0.399274520937604
ATG12 1 0.866233341292459
ATG13 -1 0.332883749076719
ATG14 -1 0.222628647798049
ATG16L1 -1 0.788926357136228
ATG2A 1 0.100278046029291
ATG2B 1 0.0360030816362734
ATG3 -1 0.111451785614391
ATG4A 1 0.215370405319495
ATG4B -1 0.809953188761481
ATG4C 1 0.536328242961693
ATG5 -1 0.445860370629074
ATG7 1 0.469424529176766
ATG9A -1 0.575482654886005
ATIC 1 0.141055874156447
ATL1 -1 0.154777399527811
ATL2 -1 0.005976335778078
ATL3 -1 0.634900634843409
ATM -1 0.596912340202456
ATN1 -1 0.098162886248392
ATOX1 1 0.0444423346947938
ATP11A -1 0.0149173477139768
ATP11B -1 0.426587695844318
ATP11C -1 0.0171447509815457
ATP13A1 -1 0.0419563627445145
ATP13A3 1 0.483197210047004
ATP1A1 -1 0.0610952896773245
ATP1B1 -1 0.0598030623530378
ATP1B3 -1 0.1515161082947
ATP2A2 -1 0.272867370838878
ATP2A3 -1 0.296647750535318
ATP2B1 -1 0.306647875666323
ATP2B4 -1 0.118244067729629
ATP2C1 -1 0.0756283762366004
ATP5A1 1 0.0392259636713978
ATP5B 1 0.0243925509269266
ATP5C1 1 0.244414555188759
ATP5D 1 0.070075451987345
ATP5E 1 0.989230454327357
ATP5F1 1 0.932633750053376
ATP5H 1 0.376933903348295
ATP5I 1 0.219402700288181
ATP5J 1 0.00303538865883435
ATP5J2-PTCD1 1 0.834180598066424
ATP5L -1 0.92925187741872
ATP5O 1 0.0446091546220019
ATP5S 1 0.311068658890021
ATP6 1 0.0542490412655829
ATP6AP1 1 0.524925605283158
ATP6AP2 1 0.247851745117538
ATP6V0A1 -1 0.561428304338545
ATP6V0A2 1 0.911296729236184
ATP6V0A4 1 0.872109899125529
ATP6V0D1 -1 0.840775347053392
ATP6V1A 1 0.964075803809989
ATP6V1B1 1 0.84249977434304
ATP6V1B2 1 0.788251945077311
ATP6V1C1 -1 0.652662282297375
ATP6V1D 1 0.377714468726969
ATP6V1E1 -1 0.718040149899871
ATP6V1F 1 0.789921296779039
ATP6V1G1 -1 0.235655393610015
ATP6V1G2 1 0.673213819500432
ATP6V1H -1 0.334454931620473
ATP7A 1 0.387073781487339
ATP8 -1 0.843133042293664
ATP8B1 1 0.0320420125314284
ATP9A -1 0.403703226444839
ATP9B -1 0.277470015297085
ATPAF1 1 0.00670419240525819
ATPAF2 1 0.0179915948270553
ATPIF1 -1 0.525287915333414
ATR 1 0.119935909711431
ATRIP 1 0.292075042529966
ATRN 1 0.949457528300049
ATRX 1 0.420985158954042
ATXN1 1 0.138469944314433
ATXN10 -1 0.863047566106385
ATXN1L -1 0.404054629056284
ATXN2 -1 0.591687264700819
ATXN2L -1 0.0815386925242794
ATXN3 1 0.783908798525674
ATXN7L3B -1 0.902934061599922
AUH 1 0.004228081342927
AUP1 -1 0.555455771051841
AURKA -1 0.494574148667475
AURKB -1 0.309609851660306
AUTS2 -1 0.537701106263874
AVEN -1 0.315939036569059
AVL9 1 0.249018050018808
AXIN1 -1 0.3480757284183
AXL 1 0.0865730543196878
AZGP1 1 0.265878323578932
AZI2 -1 0.522204960909483
AZU1 -1 0.267941956886651
B2M -1 0.211029439246737
B3GAT3 1 0.36470890894537
B3GLCT 1 0.398316881420308
B3GNT2 -1 0.13966937330384
B4GALT1 1 0.942032113384189
B4GALT3 -1 0.584978607323803
B4GALT4 -1 0.628829517558611
B4GALT5 1 0.761554692506082
B4GAT1 1 0.150860902727717
BABAM1 1 0.202739165934387
BABAM2 1 0.935793907518492
BACH1 -1 0.701888949939417
BAD 1 0.125256344395412
BAG1 1 0.0527928082227062
BAG2 -1 0.379368693410276
BAG3 1 0.329166748049671
BAG4 1 0.263207745005974
BAG5 1 0.551335484717423
BAG6 -1 0.687422904461033
BAHD1 1 0.642034494613847
BAIAP2 1 0.438422581319663
BAIAP2L1 -1 0.0116485492585658
BAK1 1 0.418264009341427
BANF1 1 0.440855148393465
BANP -1 0.977860550712213
BAP1 -1 0.573979774151816
BASP1 -1 0.446819606527571
BAX 1 0.555028479323905
BAZ1A -1 0.168102924942744
BAZ1B -1 0.09552407944613
BAZ2A -1 0.405297145546502
BAZ2B 1 0.852206195025752
BBOX1 -1 0.188218795590332
BBS1 1 0.0235639638036311
BBS2 1 0.0559492909574133
BBS7 1 0.000525176005276147
BBS9 1 0.0805496231365472
BBX -1 0.269222828257418
BCAM 1 0.0828009536545404
BCAP29 -1 0.63508678164482
BCAP31 -1 0.22504828606929
BCAR1 -1 0.643237691307551
BCAR3 1 0.0106864445007029
BCAS1 1 0.054093116187142
BCAS2 -1 0.911733832771342
BCAS3 1 0.0681089271181433
BCAS4 1 0.031757345420058
BCAT1 -1 0.542354687418745
BCAT2 1 0.00356985819594704
BCCIP 1 0.0820183957039615
BCHE 1 0.373572470895448
BCKDHA 1 0.450033972128946
BCKDHB 1 0.327345328935201
BCKDK 1 0.965203864567911
BCL10 -1 0.211102546343943
BCL2 1 0.0525078483751661
BCL2L1 1 0.0971799781112513
BCL2L11 1 0.661611793046165
BCL2L13 1 0.189112487012776
BCL2L2 1 0.310142642301558
BCL3 1 0.147375202412606
BCL6 -1 0.1356900502228
BCL7A -1 0.888778947251211
BCL7B 1 0.661067082586255
BCL7C 1 0.054924651982254
BCL9 -1 0.90210131245821
BCL9L -1 0.517863965971114
BCLAF1 -1 0.619190734303858
BCLAF3 -1 0.629897535560923
BCOR 1 0.0737633557082833
BCR -1 0.423790665239758
BCS1L -1 0.274052411276292
BDH1 1 0.113455988111938
BDH2 -1 0.508247978181234
BECN1 1 0.956424406874077
BEND3 1 0.855953967482918
BET1 -1 0.514449348237846
BET1L 1 0.181151632293249
BGN 1 0.00360517015896123
BHLHE40 1 0.151978531673859
BHLHE41 1 0.632831753980631
BICC1 1 0.606805944369407
BICD1 1 0.398377179858218
BICD2 -1 0.0223902700895599
BICDL2 -1 0.0203845748911112
BICRA 1 0.50554813591442
BID -1 0.000166833349058463
BIN1 1 0.285587864064733
BIN2 -1 0.00518304818154295
BIN3 1 0.0594278375572932
BIRC2 1 0.708164188415273
BIRC3 1 0.560070212770988
BIRC5 -1 0.289579591656444
BIRC6 -1 0.16000472477491
BLM -1 0.027979127793223
BLMH -1 0.860372030943906
BLNK -1 0.456111541456014
BLOC1S1 1 0.258552942512568
BLOC1S2 1 0.628084207002721
BLOC1S3 -1 0.357370820914065
BLOC1S4 1 0.0601349231225181
BLOC1S5 -1 0.584803506575316
BLOC1S6 1 0.356193987356261
BLVRA 1 0.0310670078597053
BLVRB 1 0.143412758152409
BLZF1 -1 0.871721947102317
BMP1 -1 0.295118728291123
