Protein Sign Pvalue
NAPA -1 0.0557684442895095
NAP1L4 -1 0.580701516524533
ARCN1 -1 0.141380127839613
CMPK -1 0.806861637891221
COMP 1 0.00502666308581838
RBM39 -1 0.518109457952988
TCEB1 -1 0.279276372971237
RBBP7 -1 0.0256090996131534
EIF3A -1 0.38042048183482
UBAP2L -1 0.0806595335602376
HEXA 1 0.390715873243755
PSMD11 -1 0.782906458755125
FKBP2 -1 0.0651152825686771
MAT2A -1 0.0103032510331556
PSMC4 -1 0.0241034214209316
RHOA -1 0.198575259002963
HSPG2 1 0.00122012265289928
COL10A1 1 0.475364001244112
NME3 1 0.0162821831470524
DYNC1H1 -1 0.202425742477764
AGR3 1 9.3026824050564e-05
GMPPA -1 0.406611234627112
VAPA -1 0.131404875042966
TUBA4A 1 0.864501071262127
NDUFS1 -1 0.303395088676843
PCNP 1 0.700839965696364
MUC1 1 0.0305544678777577
C11orf67 1 0.0502819828018145
FUS -1 0.278927425126584
NUDT21 -1 0.498951644454422
PNP -1 0.0092721118945248
SLC4A1 1 0.766684096693167
RPLP2 1 0.704077050190866
EPRS -1 0.800442377615378
SRM -1 0.0761787311895098
DDT 1 0.351654984290206
ETFB -1 0.195288164468644
USP5 -1 0.415631113566805
PSMC1 -1 0.656328527080617
ETF1 -1 0.191498153771534
GRB2 -1 0.0212881986742095
RPL38 1 0.0307669668941464
SLC25A11 -1 0.124349847462805
SF1 -1 0.0517486016468566
DKFZp762E193 1 0.422830063730074
CAND1 1 0.135707822563985
APOL2 -1 0.0122445854570315
CPPED1 -1 0.419559300106923
EIF3K -1 0.046123352617726
SFXN3 1 0.908254960948202
NEB 1 0.3868443980137
TIMM8A -1 0.00507748284961358
G6PD -1 0.0535467292874169
ARF4 -1 0.485273913479112
ACP1 -1 0.954014088781715
ACAT1 -1 0.555259533698368
RPA3 1 0.468206092996601
PAFAH1B2 1 0.301732172340602
TWF2 1 0.760489746539073
ABHD11 -1 0.688086500968767
GLOD4 -1 0.0467898072730435
MCCC2 1 0.0276606043200392
MARK1 1 0.110617868605224
UBQLN1 -1 0.205491476040761
SERF2 -1 0.161419009948436
APOD 1 0.305663980190534
SUMF2 -1 0.233019352014697
FDPS -1 0.0597253262211924
PSPC1 1 0.887878193941375
COPZ1 -1 0.619366409135155
MTHFD1 -1 0.00213281619914421
ACOT2 1 0.184423679397151
PDCD5 -1 0.00575307038379869
UGDH 1 0.413857534145884
MRPS14 -1 0.79080820511722
NAT1 1 6.0377032803587e-06
UQCRC1 1 0.712913661325776
GLRX -1 0.404453078926656
EIF1 1 0.243132724070874
SARS -1 0.239953270354695
AHNAK 1 0.011711935009741
NUMA1 1 0.0072080867720404
CLPP -1 0.0315994867538309
DTD1 -1 0.0279764380973683
PSMB7 1 0.540540397730097
HDHD3 -1 0.624564641571412
FAM129A -1 0.0373938203047451
PDLIM7 1 0.23039732834133
SAMHD1 -1 8.55852480889177e-05
PFN2 -1 0.010675139270196
TGFBI 1 0.896969463488012
SOD3 1 0.0101425310024117
DDX5 -1 0.0983383553934785
EEF1B2 -1 0.000406546500343112
SPR 1 0.105593119750664
HNRNPH2 1 0.0798554776951361
RPL36A -1 0.00583329863126854
SRSF2 -1 0.732447486616787
PSME1 -1 0.00303932452958784
TUBB3 1 0.846111057527184
TOMM20 -1 0.0118653830959206
LAMTOR1 1 0.148366358716031
SLC25A24 -1 0.270957454123717
CHMP1B -1 0.318122143685918
EFHD2 -1 0.000947028710424191
DCPS -1 0.474312796804753
ESYT1 -1 0.816842239738813
SLIRP -1 0.0232132583148837
VTA1 -1 0.138980838429327
LIN7C 1 0.872580123911359
TLN1 -1 0.210466351780558
MFAP4 1 0.000150738379658245
EWSR1 -1 0.271166481946296
PGD -1 0.294202665363674
TCEB2 -1 0.00358211220355203
PRRC2A 1 0.803167019994239
ETHE1 -1 0.294913623362935
AK1 1 0.00502157831509764
PRKAR1A -1 0.166971447376806
CALR -1 0.00318628999375378
ECHS1 -1 0.113078513077099
YWHAB -1 0.447806269078462
SERPINB6 -1 0.902200038401799
CCT6A -1 0.0040881900397713
STAT1 -1 2.40164805800005e-05
RPS27 1 0.9146669614254
RAB7A -1 0.657831201394429
MYOM2 1 0.0561939424208344
PrLZ -1 0.126469953691306
ARHGAP1 -1 0.324688284076358
DAZAP1 1 0.152153418460591
CLIC4 -1 0.0545200335463753
VARS -1 0.101354069074796
SCRN1 -1 0.0412243825088864
TRIM62 -1 0.0726982966997437
CCDC150 -1 0.254265733788332
ASNA1 -1 0.154634103997784
CRYAB 1 0.432634059306249
ZNF607 -1 0.116740585424295
ETFA -1 0.190093719681134
HAGH -1 0.503547242611848
MYO1C 1 0.0637246268680011
ARPC2 -1 0.0807693579759734
PHGDH -1 0.0363077995926377
NDUFA2 -1 0.0679538133210754
ATP5L -1 0.187387189469655
PRPF6 -1 0.236637208137582
GPX1 -1 0.119220492876809
ADH5 -1 0.0642559361912006
ATP5D 1 0.0405543088324848
ATP6V1E1 -1 0.171854545938592
SERPINF1 1 0.138690318236957
ACAA2 -1 0.0455709752011733
CRK -1 0.66976894533107
CCT5 -1 0.00463947294476401
ALDH7A1 1 0.806118147887046
RAB1A -1 0.0160391678082246
CRYZ 1 0.198052890545768
PMVK 1 0.0369025961018127
UBR4 -1 0.57264586381922
ASPN 1 0.0147303263458467
DCTPP1 1 0.153737457725594
HEBP1 1 0.178764460505357
RAB21 -1 0.941372325712516
GSTK1 -1 0.86893030803435
PEA15 -1 0.786916359508768
PTRF 1 0.0984903407940462
XRN2 -1 0.300981929244529
UQCRB -1 0.269773118583254
DECR1 -1 0.0701726064970211
TTN 1 0.957614614380933
PPT1 -1 0.974187780605165
NDUFS8 1 0.777019162004828
DHX15 -1 0.176780192619471
STX7 -1 0.0315118924483778
CHMP2A -1 0.615922857516429
ATP5H -1 0.831156523650848
GUSB 1 0.111182065037387
CLTA 1 0.289755014651072
PYGB -1 0.974923013727179
ACADM -1 0.767526935677919
PCNA -1 0.0466538047473327
GLUL 1 0.135775239820385
GSTM3 1 0.219009989458846
MAPK3 1 0.534976458405663
ERP29 -1 0.128438384501594
DDOST -1 0.179124946153445
GSS -1 0.112455782647573
FSCN1 -1 0.0421089221487238
PALLD 1 0.00675953592965581
TAF15 -1 0.129881280417793
C19orf10 -1 0.0383467936860495
ISOC1 1 0.630835321456675
BTF3L4 -1 0.0191743511888666
TUBB6 1 0.486007534811076
MRI1 1 0.690249108657205
PHPT1 1 0.747311744022359
RUVBL2 -1 0.0437626018920993
CCDC56 -1 0.530594874158836
DLD -1 0.30963335641397
HADHB -1 0.0390984356783063
LTF -1 0.432802833478402
ITIH4 -1 0.353705331834297
COL12A1 1 0.658488286728386
ASAH1 1 0.0376688143818164
CD44 1 0.974889669965089
CDC42 1 0.987505449904113
HBXIP -1 0.838178408798213
RHOC 1 0.479791555944081
GSTO1 -1 0.00989657836719799
NARS -1 0.219790349861141
APOA2 1 0.964829261661701
HEXB 1 0.363691496216155
SNRNP70 -1 0.110883475845448
STMN1 -1 0.0117593793728311
PGM1 1 0.566052319504772
GALK1 1 0.107841566798671
RAD23B 1 0.932208591296436
KARS 1 0.450014174114622
APM2 1 0.0721707667290934
DAK 1 0.17385679329159
SELH -1 0.632760747455808
ANP32B -1 0.206011325705319
RCN3 -1 0.485707009146231
RBM14 -1 0.760751299218331
CPNE1 1 0.0195756640195278
NIPSNAP1 -1 0.565759791151776
C9orf142 1 0.58723138326412
RCC2 -1 0.128108533660682
DPP7 -1 0.653074444481575
SNRPB -1 0.404660001576042
TSN -1 0.206358764676751
CPSF6 -1 0.795012715885278
CSNK2A1 1 0.864335482057063
PSMC3 -1 0.153971784934329
ACADVL -1 0.611972994157532
EHD2 1 0.00437202551114586
GPD1 1 0.0403890736808098
C6orf108 1 0.796004034115413
SNAP23 -1 0.478772647268094
RYR2 -1 0.214509045105255
CA1 1 0.255164544971865
ORM1 1 0.596208456298081
HMGN2 -1 0.833469659745633
IGLC2 -1 0.0685879736964766
PABPC1 -1 0.0192330229727981
AKR1B1 -1 0.493665840124874
LMNB1 1 0.886855758628308
AGA 1 0.117639734064164
AHCY -1 0.891427111141443
PSMB3 -1 0.448925381812085
LYZ -1 0.352789423643989
RHOG -1 0.103417030234112
FKBP4 -1 0.491175869594784
NUCB1 -1 0.190848529493931
UBXN1 -1 0.652588510105242
COL14A1 1 0.131144798155669
TWF1 -1 0.592416521427243
MAPRE1 -1 0.169310660303563
KIAA1967 -1 0.790719332606663
PGM2 -1 0.62043262649599
ARPC5L 1 0.480276364329316
EFHD1 1 0.177025928343177
SAR1A -1 0.372862152924602
SEPT9 -1 0.210788918086305
UFC1 -1 0.296491581043478
HN1 -1 0.00156271647757965
RPS27L -1 0.440844474572667
SEPT11 1 0.316420245079957
CYB5B 1 0.368673524392638
TRA2B 1 0.607887770768559
DUT -1 0.0784800432811167
PCMT1 1 0.982744043644409
DDX3X -1 0.0373612456123006
PFDN6 -1 0.0262369876516732
LYPLA1 -1 0.70701355636484
VAPB -1 0.868107233231755
F13A1 1 0.698736771659973
GOT2 1 0.98222283350615
PARP1 -1 0.165457274759686
LTA4H -1 0.0259280333786807
ESD 1 0.679865549589283
PRKAR2A 1 0.0406108387394144
HIST1H1D -1 0.00858288869094851
HK1 -1 0.866217140915016
IVD 1 0.434229410954081
ATIC 1 0.886125210616686
LSP1 -1 0.00219921371103347
ATP5C1 1 0.39549763986485
RANBP1 -1 0.0519526457342911
BLVRA 1 0.00780076137700702
ATP5E -1 0.612389064819294
S100A10 1 0.0999249792419004
GNG5 -1 0.0559679933731881
DPT 1 0.854045064955237
RBBP4 -1 0.0652860068852658
ILF3 -1 0.128713973620722
MVP -1 0.310870961306246
UBE2V2 -1 0.725269668146778
DDRGK1 -1 0.420809956155265
BOLA2 -1 0.306809160259554
CHTOP -1 0.17864396604421
GMPPB -1 0.507429357719383
COPG 1 0.30880388039436
AHSG -1 0.746091439369341
COL4A2 1 0.0269593891935532
HUWE1 -1 0.0642014864253131
THY1 1 0.490360418784456
STARD10 1 0.000680578983771934
TPSB2 1 0.00209786235300478
CCT8 -1 0.0581036311410001
HDDC3 1 0.00132011742183367
SOD1 1 0.369848689969179
EIF1AY 1 0.636274222848563
NDUFS3 -1 0.495785695659347
AGR2 1 0.000322955935828775
HBD -1 0.953012005934526
AMBP 1 0.0805577689627584
EIF2S1 -1 0.581383321472798
APOA4 1 0.802918211835071
CAPN1 1 0.934369194331242
SNRPA -1 0.498189040529771
FABP4 1 0.0101923807546019
ATP5J -1 0.829510093753991
AZGP1 1 0.0128337199647349
CANX -1 0.489602869973905
PPP2R1A 1 0.0229224186714642
GDI1 -1 0.716080610096643
TMED10 -1 0.49057118900706
HSD17B4 1 0.0704034693732359
USP14 -1 0.244521959263008
CTBP2 -1 0.341636855216781
ARF3 -1 0.509197224664471
SNRPD2 -1 0.834122204540461
FKBP1A -1 0.229299400029045
EIF5A -1 0.157672315736611
CLTC 1 0.952057952424835
FKBP3 1 0.385179352184907
SET -1 0.527085790970286
TUBB2A 1 0.0123092174855589
COTL1 -1 0.151503686526895
SND1 -1 0.0192158497888431
HIST2H2AB 1 0.743579959095878
LRRC47 -1 0.748903733016637
CMAS 1 0.305518727994021
CMBL 1 0.0113181825941502
PURB 1 0.335370163168419
TSNAX 1 0.340735258523713
VAMP8 -1 0.000401202920028931
GRHPR -1 0.224416333507374
PA2G4 -1 0.0284152546548817
ACO2 -1 0.0561921579212472
RNPEP 1 0.0477366663843733
PSME2 -1 0.00732936490519557
HN1L 1 0.0373897668653842
RALB -1 0.891632778471033
STOM -1 0.130113321844365
DNASE2 -1 0.345608416666396
CRIP2 1 0.069274407956585
APEH 1 0.0362395623314706
KRT7 -1 0.655741733486141
OTUB1 1 0.23364003545621
PSMD2 -1 0.679552047563711
RAB2A 1 0.447088258243684
COX4I1 -1 0.0730151088396655
PDXK -1 0.0245840321885843
UQCRQ 1 0.53114720284978
PLIN1 1 0.00539574735829066
SNX3 -1 0.0783290012626741
PLIN3 -1 0.235050625902808
ATP6V1G1 -1 0.131080940533539
CYB5R3 -1 0.249866430084388
RPN1 1 0.976328820902758
THBS1 1 0.208259830413687
QDPR 1 0.00402921739247137
ALAD 1 0.0518798042963074
LCP1 -1 0.00253441086812905
TCP1 -1 0.218766791276486
RAB6A -1 0.157033698634721
FBL -1 0.0175508542387491
PAICS -1 0.155458601985205
UQCRC2 1 0.429389389451455
FBLN1 1 0.024166990080351
U2AF2 -1 0.368739012173913
YWHAQ -1 0.0758860000304811
PSMB8 -1 0.00827443368327027
CRABP2 1 0.320045810689096
PRDX5 1 0.879254195372091
SRP14 1 0.733056722988095
DAP -1 0.122519702070897
ARHGDIB -1 0.0367466472618011
NUTF2 -1 0.210688921288889
MRPS36 -1 0.84447974738941
PRDX4 -1 0.033487145216283
TSTA3 -1 0.772371079082307
EIF4A2 -1 0.834144739322913
PLEC 1 0.132236184454906
TOMM6 -1 0.330113578718096
HNRNPAB -1 0.179051346522046
WIBG 1 0.410850465255927
TMEM43 1 0.960685242684168
PSMB9 -1 0.0899119196260915
COPE -1 0.886821557004318
MAPK1 -1 0.824569783404266
MATR3 -1 0.781786950407835
ANXA7 1 0.0467459968816814
CS -1 0.20561272979636
KNG1 1 0.208920230962335
EIF4B -1 0.157372031480515
ANXA11 1 0.405600448017914
FUBP1 1 0.999256088720642
KRT5 1 0.780468391725648
PRKCSH -1 0.00650514701533025
MAP4 1 0.886642754119048
CCT3 -1 0.00855221715943934
FN1 1 0.385604321237827
CTSB -1 0.0424747427713055
AK2 -1 0.195142935760246
EIF3B -1 0.543427095824391
PSMA4 -1 0.223582383764253
PML -1 0.125769364338436
SUMO2 -1 0.0395207217431977
PGRMC1 -1 0.946843387422339
PSMA7 -1 0.0960332107254754
PGRMC2 -1 0.487328170031818
TPD52L2 -1 0.144458587853409
AKR7A2 1 0.0161891409397226
PDCD6 1 0.566717207649469
SH3BGRL 1 0.0107067948795735
FLNB 1 0.0289999885949589
IDH1 -1 0.58147434167813
NDUFB4 1 0.774762157872341
DDAH2 1 0.0441518063145198
CSTB -1 0.00037276175247236
A1BG -1 0.29147042046902
KRT1 1 0.385574925358721
ALDH2 1 0.626881368547639
PDHA1 1 0.715267697398513
FBP1 1 0.0056398074795396
HSPD1 -1 0.00744731419715268
XRCC5 -1 0.629214813938619
RNH1 1 0.0926846260800853
VCAN 1 0.0128437939099015
HNRNPL -1 0.100241763304855
CPA3 1 0.00891012671060697
CBR1 -1 0.00994122349969847
PFKL -1 0.0170535922192533
ITIH2 -1 0.628904963558231
OGN 1 0.162388329000761
COMT -1 0.302811286942578
CMA1 1 0.0602275578469017
MYL9 1 0.560655930124177
PSMA2 -1 0.7583471761117
HMGB2 -1 0.00537506447166029
PSMB4 1 0.443878824742945
PSMB5 1 0.45614863031521
KRT9 1 0.629504610805955
TALDO1 -1 0.0653552940493846
MARCKSL1 -1 0.00346771857512571
CRIP1 1 0.0199299270344588
VASP -1 0.00770388022088985
SEC61B -1 0.700762689976564
UBE2N -1 0.429811385930359
ACTR3 -1 0.0391858393917686
SNRPE 1 0.570873820604862
SNRPF -1 0.231793230609518
LSM3 -1 0.355659516482902
RPS25 -1 0.0873405450774929
GNB1 1 0.0590709886315802
RBM3 1 0.0950396488357993
RPL6 -1 0.0407054301970047
LMNB2 1 0.911112430651546
GLO1 -1 0.21935830069
BAX 1 0.680831185323459
DHX9 -1 0.337444761153286
CBX3 -1 0.20598106763595
SELENBP1 1 0.0797800071548468
SRSF9 1 0.820374817407681
SRSF6 -1 0.655791269706462
TRIM28 -1 0.542359907833351
G3BP1 -1 0.140306229639306
PDAP1 -1 0.35173551686577
VAMP3 -1 0.0725751331884883
ZYX -1 0.0752545639166127
TCEAL5 1 0.0342458819148327
AHNAK2 1 0.721790139600965
BRK1 -1 0.504412299241834
PRKCDBP 1 0.0189278247753762
CCDC124 -1 0.459444221303336
HNRNPUL1 -1 0.680833989055728
HINT2 1 0.145542482657688
APMAP 1 0.0969537967052532
NANS -1 0.830228355951736
NDUFA13 1 0.733808985506351
ATPIF1 1 0.847526083103807
RALY -1 0.703371082241097
CDV3 -1 0.0240751642723416
SNX12 -1 0.57800802680054
NSFL1C -1 0.335350975026987
BGN 1 0.13845486471751
SRSF7 1 0.610303118837089
SRI 1 0.252279201908486
WDR1 -1 0.0436686272900835
SNRPG -1 0.486039369949159
CAPZB -1 0.0080466915696781
TXNDC5 -1 0.0221950948709044
PDIA3 -1 0.0584594773506111
HNRPA3 -1 0.989502184469335
IDH2 -1 0.276755325352636
DYNLRB1 -1 0.435689260996087
SNRPD3 1 0.853175200208688
VDAC2 -1 0.0128175871066616
ABHD14B 1 0.192601083090788
RAP1B 1 0.12700007862126
TPP1 1 0.254161388522238
RAB11B -1 0.0968194838824076
CAPG -1 0.045963637134442
LGALS3BP 1 0.0169290169907203
SRSF3 1 0.558126928556703
PDIA6 -1 0.0113984750354156
RAN -1 0.00231983396067055
MYL6 1 0.14110729723779
PTMA -1 0.289640859303841
RPSA -1 0.000537852560412611
ALB -1 0.866712096820229
KRT8 1 0.0184557411376599
CAP1 -1 0.122176914384619
SERBP1 -1 0.0232008433044882
HNRNPD -1 0.443508689209892
TBCA 1 0.383949126714768
RPS24 1 0.796365020587589
HNRNPR 1 0.254785335190657
GDI2 -1 0.221750585444915
HCLS1 -1 0.00857514134818865
RPL4 -1 0.01267466001578
ADRM1 -1 0.0187048876885377
ANXA6 1 0.199561009015421
PRDX3 1 0.405307751306714
CSRP1 1 0.210653317167138
FAU -1 0.0395034938783674
GLUD1 1 0.789355785227683
MDH1 1 0.813698328898777
COL1A2 1 0.0026730616861905
GNAI2 -1 0.156675205267996
PPM1G 1 0.0320718930119977
DDX39B -1 0.853173320795101
HNRNPA1 -1 0.332283992917027
TUBB 1 0.13310838568198
RPL18 -1 0.0391073786676479
RAB5C 1 0.64917653826156
RPL32 -1 0.0334670410165607
SERPINA3 -1 0.645513435787993
PSMA6 -1 0.342319933228557
HNRNPH1 1 0.931754313676965
CALM2 1 0.246755360247541
HSPA1B 1 0.455283796636444
DDX17 -1 0.334762787932513
PDLIM1 1 0.346861285143783
CLIC1 -1 0.160059216911535
HMGN4 -1 0.24298841748231
HSPB6 1 0.114200816523001
SLC9A3R1 1 0.159707128311669
MYL12B 1 0.77386899259742
ARPC3 1 0.0362051271880661
ARPC5 -1 0.00704486314292223
ACTN4 1 0.326155238283499
EDF1 -1 0.0460812989177243
CUTA 1 0.363669652492971
GBAS 1 0.122813803541247
H2AFY -1 0.392302391915406
SEC22B 1 0.851738211817785
BANF1 1 0.109529324219274
PGLS 1 0.308763895623506
CYB5A 1 0.0276178845594095
LDHA -1 0.799262807434789
MT-CO2 1 0.131330239066256
PGK1 -1 0.054395202133355
HP -1 0.195161305934418
SERPINC1 1 0.0723262008953826
SERPINA1 1 0.792226020465487
C3 -1 0.0694976485783844
IGHG1 -1 0.200922807724014
IGHA1 1 0.743229520874324
COL1A1 1 0.00306301094305235
LMNA 1 0.0897496623633711
APOA1 -1 0.269417707260336
APOE -1 0.36453611027394
FGA -1 0.853002216236395
FGB -1 0.439010446920313
APCS 1 0.173023120081524
TTR 1 0.0828184625258866
TF -1 0.655829789384217
HPX 1 0.651498515003143
FTL -1 0.0334042158556764
FTH1 -1 0.0998931999692571
VTN -1 0.959353541465341
CAT -1 0.170161157203819
ALDOA -1 0.890391477871981
ANXA1 -1 0.393505355872283
GAPDH -1 0.47226454284364
CAPNS1 1 0.0166629114764477
HSPB1 1 0.00140034927902279
SLC25A5 -1 0.109269646632089
RPLP0 -1 0.846580962328147
KRT18 1 0.0156198394685035
ATP5B 1 0.885660023673479
S100A6 1 0.355809047891846
ENO1 -1 0.0132587117674029
GPI 1 0.436964601296741
NPM1 -1 0.00110779547247731
EPHX1 1 0.301525930780387
DBI -1 0.847364830309203
LDHB -1 0.000548171741545654
P4HB -1 0.0705982921709371
H1F0 1 0.862805568702943
CTSD 1 0.797278670108102
ANXA2 1 0.479640966743078
DCN 1 0.454786363368822
PFN1 -1 0.178272017331227
APRT 1 0.930121486349129
HSP90AA1 -1 0.0046383899376572
HNRNPC -1 0.0382239327432811
HSP90AB1 -1 0.0201636973289213
CTSG 1 0.267363071432185
VIM 1 0.240260253126522
RPS17 -1 0.0430877760356995
ANXA5 1 0.760068809131004
GSTP1 -1 0.0725069587839605
LGALS1 1 0.0606398591747437
HMGB1 -1 0.083198417179495
COX6C -1 0.902440317870498
H2AFZ 1 0.771722496674432
UQCRFS1P1 1 0.0500707823995035
GAA 1 0.0391089261903998
